boss:	     poincare002 has joined.
worker:	     poincare003 has joined.
worker:	     poincare005 has joined.
worker:	     poincare006 has joined.
worker:	     poincare008 has joined.
worker:	     poincare010 has joined.
worker:	     poincare011 has joined.
worker:	     poincare013 has joined.
worker:	     poincare014 has joined.
worker:	     poincare015 has joined.
worker:	     poincare016 has joined.
worker:	     poincare017 has joined.
worker:	     poincare018 has joined.
worker:	     poincare019 has joined.
worker:	     poincare020 has joined.
worker:	     poincare021 has joined.
worker:	     poincare022 has joined.
worker:	     poincare024 has joined.
worker:	     poincare025 has joined.
worker:	     poincare027 has joined.
worker:	     poincare028 has joined.
worker:	     poincare030 has joined.
worker:	     poincare031 has joined.
worker:	     poincare033 has joined.
worker:	     poincare034 has joined.
worker:	     poincare035 has joined.
worker:	     poincare037 has joined.
worker:	     poincare039 has joined.
worker:	     poincare044 has joined.
worker:	     poincare053 has joined.
worker:	     poincare056 has joined.
worker:	     poincare057 has joined.
worker:	     poincare059 has joined.
worker:	     poincare060 has joined.
worker:	     poincare061 has joined.
worker:	     poincare062 has joined.
worker:	     poincare064 has joined.
worker:	     poincare065 has joined.
worker:	     poincare066 has joined.
worker:	     poincare067 has joined.
worker:	     poincare068 has joined.
worker:	     poincare070 has joined.
worker:	     poincare071 has joined.
worker:	     poincare072 has joined.
worker:	     poincare073 has joined.
worker:	     poincare074 has joined.
worker:	     poincare075 has joined.
worker:	     poincare076 has joined.
worker:	     poincare077 has joined.
worker:	     poincare078 has joined.
Ninit = 251988
iteration 1 From poincare066: count=2, remaining Mloc=2, Nloc=125994
iteration 2 From poincare056: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare031: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare024: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare057: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare022: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare061: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare005: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare037: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare014: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare003: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare028: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare062: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare035: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare039: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare065: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare013: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare006: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare020: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare034: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare077: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare070: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare011: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare074: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare060: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare010: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare078: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare008: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare072: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare015: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare021: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare053: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare067: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare076: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare027: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare064: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare071: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare073: count=2, remaining Mloc=1, Nloc=62997
iteration 2 From poincare044: count=2, remaining Mloc=1, Nloc=62997
iteration 2: N = 62997, count=100, M=100, prob=1.00000
iteration 2 From poincare068: count=2, remaining Mloc=1, Nloc=62997
iteration 3 From poincare066: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare018: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare030: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare059: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare075: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare033: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare016: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare017: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare019: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare056: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare025: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare031: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare024: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare057: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare022: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare061: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare005: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare037: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare028: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare003: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare014: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare062: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare035: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare039: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare065: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare013: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare020: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare006: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare034: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare077: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare011: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare070: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare074: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare010: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare078: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare060: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare008: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare072: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare015: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare021: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare067: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare076: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare053: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare027: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare064: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare071: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare073: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare044: count=2, remaining Mloc=1, Nloc=31498
iteration 3 From poincare068: count=2, remaining Mloc=1, Nloc=31498
iteration 3: N = 31498, count=100, M=100, prob=1.00000
iteration 4 From poincare066: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare018: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare030: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare059: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare075: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare033: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare016: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare017: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare019: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare056: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare025: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare031: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare024: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare057: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare022: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare061: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare005: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare037: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare028: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare062: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare003: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare035: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare014: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare065: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare039: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare013: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare020: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare006: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare034: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare077: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare011: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare070: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare010: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare074: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare078: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare060: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare008: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare072: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare015: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare021: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare067: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare027: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare076: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare053: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare064: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare071: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare073: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare044: count=2, remaining Mloc=1, Nloc=15749
iteration 4 From poincare068: count=2, remaining Mloc=1, Nloc=15749
iteration 4: N = 15749, count=100, M=100, prob=1.00000
iteration 5 From poincare066: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare018: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare030: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare059: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare075: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare033: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare016: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare017: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare019: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare056: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare025: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare031: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare024: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare057: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare022: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare061: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare005: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare037: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare028: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare003: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare062: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare035: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare065: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare014: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare039: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare013: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare020: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare006: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare034: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare077: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare011: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare070: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare010: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare078: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare074: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare060: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare008: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare072: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare015: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare021: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare067: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare027: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare076: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare053: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare064: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare071: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare073: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare044: count=2, remaining Mloc=1, Nloc=7874
iteration 5 From poincare068: count=2, remaining Mloc=1, Nloc=7874
iteration 5: N = 7874, count=100, M=100, prob=1.00000
iteration 6 From poincare066: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare018: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare030: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare059: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare075: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare033: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare016: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare017: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare019: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare056: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare025: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare031: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare024: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare057: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare022: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare061: count=2, remaining Mloc=0, Nloc=3937
iteration 6 From poincare005: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare037: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare028: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare003: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare062: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare035: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare065: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare014: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare039: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare013: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare020: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare006: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare034: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare077: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare011: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare070: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare010: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare078: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare074: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare060: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare008: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare072: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare015: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare021: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare067: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare027: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare076: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare053: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare064: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare071: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare073: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare044: count=2, remaining Mloc=1, Nloc=3937
iteration 6 From poincare068: count=2, remaining Mloc=1, Nloc=3937
iteration 6: N = 3937, count=100, M=100, prob=1.00000
iteration 7 From poincare017: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare019: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare022: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare024: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare030: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare059: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare016: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare018: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare025: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare031: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare033: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare057: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare061: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare066: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare075: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare056: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare005: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare037: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare028: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare003: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare062: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare035: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare065: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare014: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare039: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare013: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare020: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare006: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare034: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare077: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare011: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare070: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare010: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare078: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare074: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare060: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare008: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare072: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare015: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare021: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare067: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare027: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare053: count=2, remaining Mloc=1, Nloc=1968
iteration 7 From poincare076: count=2, remaining Mloc=0, Nloc=1968
iteration 7 From poincare064: count=2, remaining Mloc=1, Nloc=1968
iteration 7 From poincare071: count=2, remaining Mloc=1, Nloc=1968
iteration 7 From poincare073: count=2, remaining Mloc=1, Nloc=1968
iteration 7 From poincare044: count=2, remaining Mloc=1, Nloc=1968
iteration 7 From poincare068: count=2, remaining Mloc=1, Nloc=1968
iteration 7: N = 1968, count=100, M=100, prob=1.00000
iteration 8 From poincare005: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare017: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare018: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare022: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare024: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare025: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare016: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare019: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare030: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare033: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare057: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare059: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare061: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare066: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare075: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare031: count=2, remaining Mloc=0, Nloc=984
iteration 8 From poincare056: count=2, remaining Mloc=0, Nloc=984
